"","CASE_STATUS","PW_SKILL_LEVEL","WAGE_OFFER_UNIT_OF_PAY","MINIMUM_EDUCATION","REQUIRED_EXPERIENCE","ACCEPT_ALT_OCCUPATION","FOREIGN_LANGUAGE_REQUIRED","PROFESSIONAL_OCCUPATION","COUNTRY_OF_CITIZENSHIP","CLASS_OF_ADMISSION","FOREIGN_WORKER_EDUCATION","FOREIGN_WORKER_YRS_SINCE_ED","FOREIGN_WORKER_ED_INST_US","FOREIGN_WORKER_REQ_EXPERIENCE","FOREIGN_WORKER_EXP_WITH_EMPL","FOREIGN_WORKER_CURR_EMPLOYED","EMPLOYER_COMPLETED_APPLICATION","WAITING_PERIOD","PW_WAGE_HOURLY"
"862",1,4,"Year","Bachelor's",1,1,0,1,"INDIA","H-1B","Bachelor's",14,"0","N","0",1,0,161,58.2399038461538
"863",1,2,"Year","Master's",1,1,0,1,"INDIA","H-1B","Master's",2,"1","N","0",1,0,148,54.3798076923077
"864",1,3,"Year","Master's",0,0,0,1,"CHINA","F-1","Master's",4,"1","N/A","0",1,0,336,63.3298076923077
"865",1,4,"Year","Master's",0,1,0,1,"BRAZIL","H-1B","Master's",2,"1","N/A","0",1,0,160,49.55
"866",1,1,"Year","Bachelor's",1,1,0,1,"INDIA","UNK","Bachelor's",9,"0","N","0",1,0,211,44.8
"867",1,0,"Year","Master's",0,1,0,1,"INDIA","H-1B","Master's",4,"1","N/A","0",1,0,161,60.6663461538462
"868",1,2,"Year","Master's",1,1,0,1,"INDIA","H-1B","Master's",6,"1","N","0",1,0,163,49.8600961538462
"869",1,3,"Year","Master's",1,1,0,1,"INDIA","H-1B","Master's",7,"1","N","0",1,0,171,49.85
"870",1,1,"Year","Master's",0,1,0,1,"CHINA","H-1B","Master's",4,"1","N/A","UNK",1,0,234,26.3701923076923
"871",1,4,"Year","Bachelor's",0,1,0,1,"IRELAND","L-1","Master's",7,"0","N/A","0",1,0,184,50.9600961538462
"872",1,2,"Year","Associate's",0,0,0,0,"SOUTH KOREA","F-1","Bachelor's",6,"0","N/A","UNK",0,0,367,25.8399038461538
"873",1,1,"Year","Bachelor's",1,0,0,1,"IRELAND","J-1","Master's",3,"0","Y","0",0,0,210,34.1100961538462
"874",1,2,"Year","Master's",1,1,0,1,"INDIA","H-1B","Bachelor's",12,"0","Y","0",1,0,225,46.4399038461538
"875",1,2,"Year","Master's",1,1,0,1,"RUSSIA","UNK","Master's",13,"0","Y","0",0,0,168,57.2701923076923
"876",1,1,"Year","Bachelor's",1,1,0,1,"CHINA","H-1B","Master's",4,"1","N","0",1,0,154,44.2798076923077
"877",1,3,"Year","Doctorate",0,1,0,1,"BANGLADESH","H-1B","Doctorate",3,"1","N/A","0",1,0,200,56.0798076923077
"878",1,3,"Year","Bachelor's",0,0,0,1,"INDIA","H-1B","Master's",3,"1","N/A","0",1,0,175,26.4600961538462
"879",1,4,"Year","Bachelor's",0,1,0,1,"INDIA","H-1B","Master's",14,"1","N/A","0",1,0,175,54.5
"880",1,2,"Year","Master's",1,1,0,1,"CHINA","H-1B","Master's",5,"1","N","0",1,0,222,58.85
"881",1,2,"Year","Bachelor's",1,1,0,1,"INDIA","H-1B","Bachelor's",13,"0","Y","0",1,0,133,44.3600961538462
"882",1,2,"Year","Bachelor's",1,1,0,1,"INDIA","H-1B","Bachelor's",7,"0","N","0",1,0,131,57.9701923076923
"883",1,2,"Year","Bachelor's",1,1,0,1,"INDIA","H-1B","Master's",3,"1","N","0",1,0,218,48.8201923076923
"884",1,2,"Year","Master's",0,1,0,1,"INDIA","H-1B","Bachelor's",10,"0","N/A","0",1,0,180,28.4798076923077
"885",1,4,"Year","Bachelor's",1,1,0,1,"INDIA","H-1B","Bachelor's",15,"0","Y","0",1,0,157,69.2
"886",1,3,"Year","Bachelor's",0,0,1,1,"CHINA","F-1","Bachelor's",7,"0","N/A","UNK",1,0,195,25.3100961538462
"887",1,1,"Year","Master's",0,0,0,1,"CHINA","F-1","Master's",4,"1","N/A","0",1,0,318,20.0899038461538
"888",1,2,"Year","Master's",1,1,0,1,"INDIA","H-1B","Master's",6,"1","Y","0",1,0,159,46.8298076923077
"889",1,4,"Year","Bachelor's",1,1,0,1,"CANADA","H-1B","Bachelor's",30,"0","Y","0",1,0,303,67.55
"890",1,4,"Year","Bachelor's",1,1,0,1,"INDIA","H-1B","Bachelor's",17,"0","N","0",1,0,182,55.8899038461538
"891",1,4,"Year","Master's",1,1,0,1,"INDIA","H-1B","Master's",3,"1","Y","0",1,1,202,50.1899038461538
"892",1,1,"Year","Other",0,0,0,1,"INDIA","H-1B","Other",14,"0","N/A","UNK",1,0,203,26.7100961538462
"893",1,2,"Year","Master's",0,1,0,1,"INDIA","H-1B","Master's",6,"1","N/A","0",1,0,213,36.5201923076923
"894",1,2,"Year","Master's",1,1,0,1,"INDIA","H-1B","Master's",5,"1","N","0",1,0,172,54.5100961538462
"895",1,1,"Year","Bachelor's",1,1,0,0,"ROMANIA","B-2","Bachelor's",5,"0","N","0",0,0,126,35.2298076923077
"896",1,2,"Year","Master's",0,1,0,1,"INDIA","H-1B","Master's",2,"1","N/A","0",1,0,145,72.6701923076923
"897",1,1,"Year","Bachelor's",0,0,0,1,"SOUTH KOREA","B-2","Bachelor's",2,"0","N/A","1",0,0,187,19.0798076923077
"898",1,2,"Year","Master's",1,1,0,1,"CHINA","H-1B","Master's",3,"1","N","0",1,0,175,46.4399038461538
"899",1,2,"Year","Master's",0,0,0,1,"INDIA","H-1B","Master's",15,"0","N/A","UNK",1,0,226,40.35
"900",1,3,"Year","Bachelor's",1,1,0,1,"INDIA","H-1B","Bachelor's",17,"0","Y","0",1,0,168,58.7600961538462
"901",1,4,"Year","Master's",1,1,0,1,"INDIA","H-1B","Master's",17,"0","N","0",1,0,157,82.15
"902",1,4,"Year","Bachelor's",0,1,0,1,"INDIA","H-1B","Bachelor's",16,"0","N/A","0",1,0,201,48.4600961538462
"903",1,0,"Year","Bachelor's",0,1,0,1,"INDIA","H-1B","Master's",6,"1","N/A","0",1,0,190,48.1004807692308
"904",1,3,"Year","High School",1,0,0,0,"PHILIPPINES","CW-1","High School",32,"0","Y","0",1,1,344,14.2298076923077
"905",1,2,"Year","Bachelor's",0,1,0,1,"AUSTRALIA","E-3","Bachelor's",12,"UNK","N","0",1,0,201,73.4701923076923
"906",1,4,"Year","Bachelor's",1,1,0,1,"INDIA","H-1B","Bachelor's",19,"0","N","0",1,0,193,54.4798076923077
"907",1,4,"Year","Bachelor's",0,1,0,1,"INDIA","H-1B","Bachelor's",18,"0","N/A","0",1,0,166,50.3600961538462
"908",1,1,"Year","Bachelor's",0,1,0,1,"CHINA","H-1B","Bachelor's",7,"1","N/A","0",1,0,169,33.6298076923077
"909",1,2,"Year","Master's",1,1,0,1,"INDIA","H-1B","Bachelor's",8,"0","Y","0",1,0,169,48.3298076923077
"910",1,2,"Year","Master's",1,0,0,1,"INDIA","L-1","Bachelor's",17,"0","Y","0",1,0,129,47.9
"911",1,3,"Year","Doctorate",0,0,0,1,"CHINA","UNK","Doctorate",4,"0","N/A","UNK",1,0,225,64.7100961538462
"912",1,1,"Year","High School",0,0,0,0,"PHILIPPINES","E-3","High School",12,"0","N/A","UNK",0,0,160,11.4600961538462
"913",1,2,"Year","Master's",0,0,0,1,"INDIA","F-1","Master's",1,"1","N/A","UNK",1,0,230,35.5100961538462
"914",1,2,"Year","Master's",1,1,0,1,"INDIA","H-1B","Master's",4,"1","N","0",1,0,148,56.3899038461538
"915",1,2,"Year","Master's",0,1,0,1,"INDIA","H-1B","Master's",7,"1","N/A","0",1,0,221,39.0201923076923
"916",1,2,"Year","Master's",1,1,0,1,"CHINA","H-1B","Doctorate",5,"1","N","0",1,0,161,35.1399038461538
"917",1,4,"Year","Bachelor's",1,1,0,1,"INDIA","H-1B","Other",10,"0","N","0",1,0,312,59.4
"918",1,4,"Year","Bachelor's",0,1,0,1,"TUNISIA","UNK","Bachelor's",12,"0","N/A","0",1,0,175,52.2100961538462
"919",1,2,"Year","Master's",1,1,0,1,"INDIA","UNK","Bachelor's",12,"0","N/A","0",0,0,232,45.3399038461538
"920",1,4,"Year","Bachelor's",1,1,0,1,"INDIA","H-1B","Master's",13,"0","N","0",1,0,155,65.3201923076923
"921",1,4,"Year","Bachelor's",0,1,0,1,"INDIA","H-1B","Bachelor's",15,"0","N/A","0",1,0,222,50.4
"922",1,1,"Year","Bachelor's",0,0,0,1,"ECUADOR","H-1B","Master's",15,"1","N/A","UNK",1,0,225,18.7163461538462
"923",1,4,"Year","Master's",1,1,0,1,"INDIA","H-1B","Bachelor's",11,"0","Y","0",1,0,236,65.3298076923077
"924",1,3,"Year","Master's",1,1,0,1,"INDIA","H-1B","Master's",8,"1","N","0",1,0,192,63.3298076923077
"925",1,2,"Year","Master's",1,1,0,1,"INDIA","H-1B","Master's",6,"1","Y","0",1,0,167,41.0600961538462
"926",1,3,"Year","Master's",1,1,0,1,"INDIA","H-1B","Bachelor's",13,"0","N","0",1,0,141,54.8399038461538
"927",1,2,"Year","Master's",1,1,0,1,"CHINA","H-1B","Master's",3,"1","N","0",1,0,127,54.3798076923077
"928",1,3,"Year","Master's",1,0,0,1,"INDIA","H-1B","Bachelor's",11,"0","Y","0",1,1,226,42.8600961538462
"929",1,3,"Year","Master's",0,1,0,1,"INDIA","H-1B","Master's",9,"1","N/A","0",1,0,201,42.5399038461538
"930",1,4,"Year","Bachelor's",1,1,0,1,"PHILIPPINES","B-2","Bachelor's",28,"0","Y","0",0,0,198,36.1201923076923
"931",1,1,"Year","Bachelor's",1,1,0,1,"MEXICO","H-1B","Bachelor's",29,"0","Y","0",1,0,188,21.5798076923077
"932",1,1,"Year","Associate's",1,1,0,1,"VENEZUELA","F-1","Associate's",4,"1","N","0",0,0,350,30.3701923076923
"933",1,4,"Year","Bachelor's",1,1,0,1,"INDIA","H-1B","Master's",8,"0","Y","0",1,0,176,51.1701923076923
"934",1,2,"Year","Master's",1,1,0,1,"INDIA","H-1B","Bachelor's",12,"0","Y","UNK",1,0,137,37.3298076923077
"935",1,2,"Year","Master's",0,1,0,1,"BRAZIL","L-1","Bachelor's",11,"0","N/A","0",1,0,217,52.6701923076923
"936",1,3,"Year","Master's",1,1,0,1,"INDIA","H-1B","Master's",7,"1","N","0",1,0,179,45.9201923076923
"937",1,4,"Year","Master's",0,1,0,1,"INDIA","H-1B","Master's",5,"1","N/A","UNK",1,1,154,82.3
"938",1,4,"Year","Bachelor's",0,1,0,1,"INDIA","H-1B","Bachelor's",18,"0","N/A","0",1,0,169,57.5298076923077
"939",1,2,"Year","Bachelor's",1,1,0,1,"CHINA","H-1B","Master's",3,"1","N","0",1,0,172,48.8201923076923
"940",1,2,"Year","Master's",0,0,0,1,"INDIA","H-1B","Master's",6,"1","N/A","0",1,0,329,57.2701923076923
"941",1,0,"Year","Bachelor's",1,1,0,1,"INDIA","H-1B","Bachelor's",6,"1","N","0",1,0,132,62.1634615384615
"942",1,2,"Year","Doctorate",0,0,0,1,"CHINA","H-1B","Doctorate",4,"1","N/A","0",1,0,178,47.2798076923077
"943",1,3,"Year","Master's",1,1,0,1,"INDIA","UNK","Bachelor's",16,"0","N/A","0",1,0,182,42.3899038461538
"944",1,2,"Year","Bachelor's",0,1,0,1,"INDIA","H-1B","Bachelor's",13,"0","N/A","0",1,0,206,45.3399038461538
"945",1,1,"Year","Doctorate",0,0,0,0,"NIGERIA","H-1B","Doctorate",2,"1","N/A","0",1,0,235,22.75
"946",1,2,"Year","Master's",0,1,0,1,"INDIA","H-1B","Bachelor's",11,"0","N/A","0",1,0,175,37.7
"947",1,4,"Year","Bachelor's",1,1,0,1,"INDIA","H-1B","Master's",7,"1","N","0",1,0,226,49.2600961538462
"948",1,2,"Year","Master's",1,1,0,1,"INDIA","H-1B","Master's",8,"1","N","0",1,0,178,36.2798076923077
"949",1,2,"Year","Bachelor's",0,0,1,1,"MEXICO","H-1B","Bachelor's",18,"0","N/A","UNK",1,0,349,19.3317307692308
"950",1,2,"Year","Master's",1,1,0,1,"INDIA","H-1B","Bachelor's",17,"0","N","0",1,0,164,75.1201923076923
"951",1,2,"Year","Master's",1,1,0,1,"CHINA","H-1B","Doctorate",3,"1","N","0",1,0,221,58.85
"952",1,2,"Year","Master's",1,1,0,1,"INDIA","H-1B","Master's",5,"1","N","0",1,0,210,54.5100961538462
"953",1,2,"Year","Bachelor's",0,1,0,1,"INDIA","H-1B","Bachelor's",16,"0","N/A","0",1,0,189,42
"954",1,0,"Year","Bachelor's",0,1,0,1,"INDIA","UNK","Bachelor's",13,"0","N/A","0",1,0,182,42.2014423076923
"955",1,4,"Year","Master's",1,1,0,1,"INDIA","H-1B","Bachelor's",14,"0","N","0",1,0,230,51.3701923076923
"956",1,1,"Year","Bachelor's",0,1,0,1,"MEXICO","H-1B","Bachelor's",7,"UNK","N/A","0",1,0,180,31.2100961538462
"957",1,2,"Year","Master's",1,1,0,1,"CANADA","H-1B","Master's",22,"0","N","0",1,0,125,54.3798076923077
"958",1,3,"Year","Master's",1,1,0,1,"INDIA","H-1B","Master's",19,"0","N","0",1,0,212,56.2600961538462
"959",1,2,"Year","Master's",0,1,0,1,"INDIA","H-1B","Master's",9,"1","N/A","0",1,0,215,52.6701923076923
"960",1,4,"Year","Master's",1,1,0,1,"INDIA","H-1B","Master's",10,"0","Y","0",1,0,231,65.3298076923077
"961",1,2,"Year","Bachelor's",1,1,0,1,"CHINA","H-1B","Bachelor's",13,"0","Y","0",1,0,220,32.65
"962",1,1,"Year","Master's",1,1,0,1,"COLOMBIA","H-1B","Master's",6,"1","N","0",1,0,156,26.3701923076923
"963",1,3,"Year","Master's",0,1,0,1,"INDIA","H-1B","Master's",5,"1","N/A","0",1,0,201,58.7600961538462
"964",1,3,"Year","Bachelor's",1,0,0,1,"BRAZIL","Not in USA","Bachelor's",11,"0","Y","UNK",0,0,218,37.4100961538462
"965",1,2,"Year","Doctorate",0,1,0,1,"PERU","F-1","Doctorate",1,"1","N/A","0",1,0,190,48.9298076923077
"966",1,4,"Year","Other",1,0,1,0,"ITALY","Not in USA","Bachelor's",27,"0","Y","1",0,0,160,30.8298076923077
"967",1,2,"Year","Master's",1,1,0,1,"INDIA","H-1B","Master's",15,"0","Y","0",1,0,209,40.0701923076923
"968",1,1,"Year","Doctorate",0,0,0,0,"CHINA","H-1B","Doctorate",2,"1","N/A","UNK",1,1,149,18.5625
"969",1,2,"Year","Master's",1,1,0,1,"INDIA","UNK","Bachelor's",14,"0","N/A","0",1,0,171,43.2798076923077
"970",1,1,"Year","Bachelor's",1,1,0,1,"CANADA","TN","Bachelor's",2,"0","N","0",1,0,199,44.2798076923077
"971",1,1,"Year","Bachelor's",1,1,0,1,"CHINA","H-1B","Bachelor's",7,"1","N","0",1,0,174,34.7899038461538
"972",1,1,"Year","Doctorate",0,1,0,1,"EL SALVADOR","H-1B","Doctorate",8,"0","N/A","0",1,0,235,67.8201923076923
"973",1,1,"Year","Other",0,0,0,1,"CANADA","H-1B","Other",8,"0","N/A","UNK",1,0,206,53.8701923076923
"974",1,1,"Year","Bachelor's",1,1,0,1,"CHINA","H-1B","Master's",3,"1","Y","0",1,0,312,36.25
"975",1,1,"Year","Bachelor's",1,1,0,1,"COLOMBIA","H-1B","Bachelor's",6,"1","N","0",1,0,219,25.5899038461538
"976",1,4,"Year","Bachelor's",0,1,0,1,"INDIA","H-1B","Bachelor's",13,"0","N/A","0",1,0,192,58.2399038461538
"977",1,4,"Year","Bachelor's",1,1,0,1,"INDIA","H-1B","Bachelor's",13,"0","N","0",1,0,322,66.0701923076923
"978",1,4,"Year","Bachelor's",0,1,0,1,"AUSTRALIA","E-3","Bachelor's",9,"0","N/A","0",1,0,161,41.0201923076923
"979",1,0,"Year","Bachelor's",0,1,0,1,"CHINA","H-1B","Master's",5,"1","N/A","0",1,0,186,42.9341346153846
"980",1,2,"Year","Master's",1,1,0,1,"INDIA","H-1B","Master's",6,"1","Y","0",1,0,172,72.1201923076923
"981",1,3,"Year","Doctorate",0,0,0,1,"INDIA","F-1","Doctorate",2,"1","N/A","UNK",1,0,144,64.4399038461538
"982",1,2,"Year","Doctorate",1,1,0,1,"GERMANY","H-1B","Doctorate",3,"0","N","0",1,0,220,45.7201923076923
"983",1,4,"Year","Bachelor's",0,1,0,1,"INDIA","H-1B","Bachelor's",14,"0","N/A","0",1,0,209,52.2100961538462
"984",1,2,"Year","Master's",1,1,0,1,"INDIA","H-1B","Master's",6,"1","N","0",1,0,188,48.7399038461538
"985",1,4,"Year","Associate's",0,1,0,0,"SOUTH KOREA","B-1","Bachelor's",22,"0","N/A","0",0,0,308,29.3100961538462
"986",1,2,"Year","Master's",1,1,0,1,"CHINA","H-1B","Master's",4,"1","N","0",1,0,146,54.3798076923077
"987",1,4,"Year","Bachelor's",0,1,0,1,"INDIA","H-1B","Bachelor's",16,"0","N/A","0",1,0,223,69.7
"988",1,2,"Year","Bachelor's",1,1,1,1,"CHINA","H-1B","Master's",7,"1","Y","0",1,0,331,27.6201923076923
"989",1,3,"Year","Master's",1,1,0,1,"INDIA","H-1B","Bachelor's",14,"0","Y","0",1,0,322,56.2600961538462
"990",1,1,"Year","Associate's",1,1,0,0,"RUSSIA","F-1","Associate's",2,"1","N","0",1,0,178,27.6701923076923
"991",1,2,"Year","Bachelor's",0,1,0,1,"INDIA","H-1B","Master's",6,"1","N/A","0",1,0,136,46.8298076923077
"992",1,1,"Year","Master's",0,1,0,1,"CHINA","H-1B","Master's",7,"1","N/A","0",1,0,154,31.4899038461538
"993",1,2,"Year","Master's",1,0,0,1,"INDIA","H-1B","Master's",5,"1","Y","0",1,0,159,38.7201923076923
"994",1,3,"Year","Master's",0,1,0,1,"CHINA","H-1B","Master's",6,"1","N/A","0",1,0,195,100.370192307692
"995",1,1,"Year","Bachelor's",1,1,0,1,"CHINA","L-1","Bachelor's",11,"0","Y","0",1,0,213,26.2298076923077
"996",1,2,"Year","Master's",0,1,0,1,"MEXICO","H-1B","Master's",6,"0","N/A","0",1,0,130,34.6100961538462
"997",1,3,"Year","Bachelor's",1,0,1,1,"COLOMBIA","B-2","Master's",21,"0","Y","0",0,0,229,39.2600961538462
"998",1,2,"Year","Master's",1,1,0,1,"JORDAN","L-1","Bachelor's",22,"0","N","0",1,0,166,50.5100961538462
"999",1,2,"Year","Master's",0,0,0,1,"RUSSIA","B-1","Master's",13,"0","N/A","UNK",0,0,219,41.0100961538462
"1000",1,4,"Year","Bachelor's",0,1,0,1,"INDIA","L-1","Bachelor's",14,"0","N/A","0",1,0,327,53.1701923076923
"1001",1,4,"Year","Bachelor's",1,1,0,1,"INDIA","H-1B","Bachelor's",5,"0","N","0",1,0,169,45.8399038461538
"1002",1,3,"Year","Master's",1,1,0,1,"INDIA","H-1B","Bachelor's",15,"0","N","0",1,0,196,55.3201923076923
"1003",1,3,"Year","Master's",0,1,0,1,"INDIA","F-1","Master's",2,"1","N/A","0",1,0,230,58.8701923076923
"1004",1,2,"Year","Master's",0,0,0,1,"INDIA","H-1B","Master's",9,"1","N/A","UNK",1,0,295,39.0201923076923
"1005",1,2,"Year","Master's",0,0,0,1,"INDIA","H-1B","Master's",7,"1","N/A","UNK",1,0,252,42.2298076923077
"1006",1,1,"Year","Other",0,0,0,1,"VENEZUELA","H-1B","Other",16,"0","N/A","UNK",0,0,169,43.0701923076923
"1007",1,0,"Year","Bachelor's",1,1,0,1,"LITHUANIA","H-1B","Bachelor's",6,"0","N","0",1,0,155,61.3432692307692
"1008",1,3,"Year","Bachelor's",0,1,0,1,"CHINA","H-1B","Bachelor's",5,"1","N/A","0",1,0,219,46.9100961538462
"1009",1,3,"Year","Bachelor's",1,1,0,1,"INDIA","H-1B","Bachelor's",9,"0","Y","0",1,0,222,44.3798076923077
"1010",1,1,"Year","Master's",0,0,0,1,"PHILIPPINES","UNK","Master's",4,"0","N/A","UNK",0,0,313,32.8798076923077
"1011",1,4,"Year","Bachelor's",1,1,0,1,"INDIA","H-1B","Master's",17,"0","Y","0",1,0,198,77.5701923076923
"1012",1,1,"Year","Bachelor's",0,0,0,1,"CHINA","H-1B","Master's",3,"1","N/A","UNK",1,0,197,23.2701923076923
"1013",1,2,"Year","Master's",1,1,0,1,"UNITED STATES OF AMERICA","H-1B","Master's",4,"1","Y","0",1,0,175,33.8798076923077
"1014",1,1,"Year","Master's",1,1,0,1,"CHINA","F-1","Master's",6,"1","N","0",1,0,177,34.95
"1015",1,4,"Year","Associate's",1,0,0,0,"PHILIPPINES","B-2","Associate's",23,"0","Y","UNK",0,0,370,15.7298076923077
"1016",1,1,"Year","Master's",0,0,0,1,"SOUTH KOREA","R-1","Master's",13,"0","N/A","UNK",1,0,306,14.7201923076923
"1017",1,1,"Year","Master's",1,1,0,1,"INDIA","H-1B","Master's",5,"1","N","0",1,0,208,28.8899038461538
"1018",1,1,"Year","Bachelor's",0,1,0,1,"BANGLADESH","H-1B","Master's",6,"1","N/A","0",1,0,196,27.9798076923077
"1019",1,1,"Year","Bachelor's",0,1,0,1,"PHILIPPINES","H-1B","Bachelor's",20,"0","N/A","0",1,0,195,46.7798076923077
"1020",1,2,"Year","Master's",1,1,0,1,"INDIA","H-1B","Master's",5,"1","N","0",1,0,148,48.8399038461538
"1021",1,3,"Year","Bachelor's",1,1,0,1,"INDIA","H-1B","Bachelor's",8,"0","N","0",1,0,142,50.3
"1022",1,2,"Year","Doctorate",0,0,0,1,"SOUTH KOREA","H-1B","Doctorate",2,"1","N","0",1,0,188,40.1298076923077
"1023",1,2,"Year","Master's",1,1,0,1,"INDIA","H-1B","Master's",5,"1","Y","0",1,0,238,43.5798076923077
"1024",1,1,"Year","Bachelor's",0,1,0,1,"INDIA","H-1B","Bachelor's",10,"0","N/A","0",1,0,216,29.2798076923077
"1025",1,1,"Year","Bachelor's",1,1,0,1,"INDIA","H-1B","Bachelor's",12,"0","N","0",1,0,175,38.7100961538462
"1026",1,4,"Year","Bachelor's",1,1,0,1,"INDIA","H-1B","Bachelor's",11,"0","N","0",1,0,155,65.3201923076923
"1027",1,4,"Year","Bachelor's",0,1,0,1,"INDIA","H-1B","Master's",18,"0","N/A","0",1,0,334,51.7399038461538
"1028",1,4,"Year","Bachelor's",1,1,0,1,"INDIA","H-1B","Bachelor's",16,"0","Y","0",1,0,211,66.0701923076923
"1029",1,2,"Year","Master's",1,1,0,1,"INDIA","H-1B","Master's",5,"1","Y","0",1,0,195,36.1
"1030",1,3,"Year","Bachelor's",1,1,0,1,"SOUTH KOREA","F-1","Bachelor's",3,"0","Y","0",0,0,329,22.9701923076923
"1031",1,3,"Year","Master's",1,1,0,1,"INDIA","H-1B","Master's",11,"0","N","0",1,0,165,69.25
"1032",1,4,"Year","Bachelor's",1,1,0,1,"FRANCE","L-1","Master's",9,"0","N","0",1,0,220,81.7399038461539
"1033",1,3,"Year","Master's",1,1,0,1,"ARGENTINA","L-1","Master's",10,"0","N","0",1,0,199,64.4701923076923
"1034",1,4,"Year","Bachelor's",1,1,0,1,"INDIA","H-1B","Bachelor's",9,"0","N","0",1,0,212,43.9600961538462
"1035",1,2,"Year","Master's",0,0,0,1,"INDIA","H-1B","Master's",1,"1","N/A","0",1,0,150,54.3798076923077
"1036",1,2,"Year","Master's",0,1,0,1,"INDIA","H-1B","Master's",5,"1","N/A","0",1,0,144,50.4298076923077
"1037",1,4,"Year","Bachelor's",1,1,0,1,"INDIA","H-1B","Bachelor's",16,"0","N","0",1,1,222,61.1298076923077
"1038",1,1,"Year","Master's",1,1,0,1,"INDIA","H-1B","Master's",6,"1","N","0",1,0,180,28.8899038461538
"1039",1,2,"Year","Master's",0,0,0,1,"CHINA","H-1B","Master's",3,"1","N/A","UNK",1,0,222,53.6701923076923
"1040",1,1,"Year","Doctorate",1,1,0,0,"SOUTH KOREA","H-1B","Doctorate",7,"1","N","0",1,0,218,21.8173076923077
"1041",1,3,"Year","Master's",1,1,0,1,"INDIA","H-1B","Master's",14,"1","N","0",1,0,207,36.9600961538462
"1042",1,4,"Year","Bachelor's",1,1,0,1,"INDIA","H-1B","Bachelor's",10,"0","N","0",1,0,212,61.2399038461538
"1043",1,4,"Year","Bachelor's",1,1,0,1,"INDIA","H-1B","Bachelor's",21,"0","Y","0",1,0,224,47.2399038461538
"1044",1,2,"Year","Master's",0,0,0,1,"INDIA","H-1B","Master's",5,"1","N/A","0",1,1,154,41.1
"1045",1,2,"Year","Master's",1,1,0,1,"INDIA","UNK","Master's",16,"1","Y","0",1,0,227,43.2798076923077
"1046",1,1,"Year","Bachelor's",1,1,0,1,"RUSSIA","F-1","Bachelor's",7,"0","N","0",0,0,232,29.3798076923077
"1047",1,2,"Year","Master's",1,1,0,1,"INDIA","H-1B","Master's",3,"1","Y","0",1,0,181,32.5798076923077
"1048",1,2,"Year","Master's",1,1,0,1,"CHINA","H-1B","Master's",5,"1","N","0",1,0,163,58.1399038461538
"1049",1,2,"Year","Bachelor's",0,0,0,1,"INDIA","H-1B","Bachelor's",19,"0","N/A","0",1,0,233,35.4201923076923
"1050",1,2,"Year","Master's",1,0,0,1,"TURKEY","H-1B","Master's",5,"1","Y","0",1,0,232,46.5798076923077
"1051",1,1,"Year","Other",1,1,0,1,"INDIA","H-1B","Other",11,"1","Y","0",1,0,196,30.6701923076923
"1052",1,3,"Year","None",1,1,0,0,"CHINA","H-1B","Master's",7,"1","N","0",1,0,313,24.2100961538462
"1053",1,2,"Year","Master's",1,1,0,1,"INDIA","F-1","Master's",4,"1","Y","0",1,0,172,45.3399038461538
"1054",1,2,"Year","Bachelor's",1,0,0,1,"INDIA","H-1B","Master's",24,"0","Y","0",1,0,166,35.5899038461538
"1055",1,4,"Year","Master's",0,1,0,1,"CHINA","H-1B","Doctorate",7,"1","N/A","UNK",1,0,208,56.2399038461538
"1056",1,1,"Year","Bachelor's",1,1,0,1,"CANADA","TN","Bachelor's",4,"0","N","0",1,0,227,44.8
"1057",1,4,"Year","Bachelor's",1,1,0,1,"INDIA","H-1B","Bachelor's",16,"0","N","0",1,0,182,55.8899038461538
"1058",1,1,"Year","Other",1,1,0,1,"CHINA","H-1B","Other",7,"1","N","0",1,0,210,38.45
"1059",1,4,"Year","Bachelor's",0,1,0,1,"CANADA","UNK","Other",27,"0","N/A","0",1,0,174,81.0798076923077
"1060",1,2,"Year","Doctorate",0,1,0,0,"CHINA","H-1B","Doctorate",4,"1","N/A","0",1,0,206,33.3365384615385
"1061",1,1,"Year","Bachelor's",0,0,0,1,"INDIA","H-1B","Master's",4,"1","N/A","0",1,0,339,29.1
"1062",1,2,"Year","Master's",1,1,0,1,"INDIA","H-1B","Master's",4,"1","N","0",1,0,201,57.9701923076923
"1063",1,3,"Year","Master's",0,1,0,1,"CHINA","H-1B","Master's",6,"1","N/A","0",1,0,228,56.2600961538462
"1064",1,2,"Year","Associate's",0,0,0,0,"SOUTH KOREA","UNK","Associate's",4,"0","N/A","0",0,0,189,21
"1065",1,4,"Year","Bachelor's",0,1,0,1,"CANADA","L-1","Master's",8,"0","N/A","0",1,0,219,75.4701923076923
"1066",1,1,"Year","Master's",1,1,0,1,"INDIA","H-1B","Master's",10,"1","N","0",1,0,170,54.75
"1067",1,1,"Year","Bachelor's",1,1,0,1,"INDIA","L-1","Bachelor's",5,"0","N","0",1,0,225,41.2701923076923
"1068",1,3,"Year","Master's",0,1,0,1,"INDIA","H-1B","Bachelor's",16,"0","N/A","0",1,0,238,53.5600961538462
"1069",1,4,"Year","Bachelor's",1,1,0,1,"INDIA","H-1B","Bachelor's",15,"0","Y","0",1,0,228,66.5100961538461
"1070",1,3,"Year","Master's",0,1,0,1,"INDIA","H-1B","Bachelor's",15,"0","N/A","0",1,0,211,53
